area,station,stationNormalized,query,confidence,score,lat,lon,displayName,reason,resultCount
中国,山口（変）,山口,山口（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.273",5
中国,山口幹線,山口,山口幹線 中国 変電所 日本,none,0,,,,no_result,0
中国,松江（変）,松江,松江（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.273",5
中国,新岡山（変）,新岡山,新岡山（変） 中国 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.167",1
中国,新岩国（変）,新岩国,新岩国（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.364",5
中国,新広島（変）,新広島,新広島（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.333",5
中国,新山口（変）,新山口,新山口（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.333",5
中国,新西広島（変）,新西広島,新西広島（変） 中国 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.25, queryOverlap=0.308",1
中国,新倉敷（変）,新倉敷,新倉敷（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.333",5
中国,新鳥取（変）,新鳥取,新鳥取（変） 中国 変電所 日本,none,0,,,,no_result,0
中国,新徳山（変）,新徳山,新徳山（変） 中国 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.333",5
中国,新徳山幹線,新徳山,新徳山幹線 中国 変電所 日本,none,0,,,,no_result,0
中国,西島根（変）,西島根,西島根（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",1
中国,智頭（変）,智頭,智頭（変） 中国 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.182",3
中国,東岡山（変）,東岡山,東岡山（変） 中国 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.25",1
中国,東山口（変）,東山口,東山口（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",5
中国,南山口（変）,南山口,南山口（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",2
中国,日野（変）,日野,日野（変） 中国 変電所 日本,none,0.035,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.3",2
中国,北松江（変）,北松江,北松江（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",5
中国,北尾道（変）,北尾道,北尾道（変） 中国 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",2
中部,愛知,愛知,愛知 中部 変電所 日本,none,0,,,,no_result,0
中部,伊勢,伊勢,伊勢 中部 変電所 日本,none,0,35.0095581,135.7566589,"歴史的意匠建造物, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",2
中部,遠江,遠江,遠江 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,下広井,下広井,下広井 中部 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",4
中部,海部,海部,海部 中部 変電所 日本,none,0,,,,no_result,0
中部,額田,額田,額田 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,岐阜,岐阜,岐阜 中部 変電所 日本,none,0,,,,no_result,0
中部,亀山,亀山,亀山 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,牛島町,牛島町,牛島町 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
中部,金山,金山,金山 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,犬山,犬山,犬山 中部 変電所 日本,none,0.064,34.2302299,135.1742466,"全国健康保険協会和歌山支部, 本町通り, 十一番丁, 和歌山市, 和歌山県, 640-8511, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",1
中部,湖西,湖西,湖西 中部 変電所 日本,none,0.042,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",4
中部,幸田,幸田,幸田 中部 変電所 日本,none,0,,,,no_result,0
中部,高根,高根,高根 中部 変電所 日本,none,0,,,,no_result,0
中部,佐久,佐久,佐久 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",3
中部,佐久間,佐久間,佐久間 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.3",3
中部,三河,三河,三河 中部 変電所 日本,none,0,,,,no_result,0
中部,三重,三重,三重 中部 変電所 日本,none,0,,,,no_result,0
中部,駿遠,駿遠,駿遠 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,駿河,駿河,駿河 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,松ヶ枝,松ヶ枝,松ヶ枝 中部 変電所 日本,none,0,35.0076183,135.7602547,"本堂, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.3",1
中部,新佐倉,新佐倉,新佐倉 中部 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
中部,新三河,新三河,新三河 中部 変電所 日本,none,0,,,,no_result,0
中部,新北信,新北信,新北信 中部 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
中部,瀬戸,瀬戸,瀬戸 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
中部,西濃,西濃,西濃 中部 変電所 日本,none,0.042,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",3
中部,西尾張,西尾張,西尾張 中部 変電所 日本,none,0,,,,no_result,0
中部,西部,西部,西部 中部 変電所 日本,none,0,,,,no_result,0
中部,西名古屋,西名古屋,西名古屋 中部 変電所 日本,none,0,,,,no_result,0
中部,静岡,静岡,静岡 中部 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",1
中部,川越,川越,川越 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,川根,川根,川根 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
中部,知多火力,知多,知多火力 中部 変電所 日本,none,0,,,,no_result,0
中部,知多第二,知多第二,知多第二 中部 変電所 日本,none,0,,,,no_result,0
中部,中信,中信,中信 中部 変電所 日本,none,0.05,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.375",4
中部,中勢,中勢,中勢 中部 変電所 日本,none,0.05,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.375",4
中部,中濃,中濃,中濃 中部 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.25",3
中部,田原,田原,田原 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,電名,電名,電名 中部 変電所 日本,none,0.05,35.0035003,135.756055,"明光電子株式会社, 膏薬辻子, 新釜座町, 下京区, 京都市, 京都府, 604-8225, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.375",1
中部,東浦,東浦,東浦 中部 変電所 日本,none,0,,,,no_result,0
中部,東栄,東栄,東栄 中部 変電所 日本,none,0,,,,no_result,0
中部,東海,東海,東海 中部 変電所 日本,none,0,35.0034285,135.7650589,"ドトールコーヒーショップ, 22, 富小路通, 徳正寺町, 下京区, 京都市, 京都府, 600-8005, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",1
中部,東信,東信,東信 中部 変電所 日本,none,0.042,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",4
中部,東清水,東清水,東清水 中部 変電所 日本,none,0.13,35.0026662,135.7616327,"日本武尊　春日大社　伏見稲荷大社　石清水八幡宮　北野天満宮, 綾小路, 塩屋町, 下京区, 京都市, 京都府, 600-8071, 日本","stationContained=false, displayHasKind=false, overlap=0.667, queryOverlap=0.4",3
中部,東部,東部,東部 中部 変電所 日本,none,0,35.0075049,135.7601222,"石不動, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.375",4
中部,東名古屋,東名古屋,東名古屋 中部 変電所 日本,none,0.048,34.9880962,135.7538873,"伊東甲子太郎外数名殉難之跡, 油小路通, 門前町, 太子山町, 下京区, 京都市, 京都府, 600-8475, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.364",2
中部,南信,南信,南信 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,南勢,南勢,南勢 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,南武平町,南武平町,南武平町 中部 変電所 日本,none,0.048,35.0026662,135.7616327,"日本武尊　春日大社　伏見稲荷大社　石清水八幡宮　北野天満宮, 綾小路, 塩屋町, 下京区, 京都市, 京都府, 600-8071, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.364",4
中部,南福光,南福光,南福光 中部 変電所 日本,none,0,,,,no_result,0
中部,馬瀬,馬瀬,馬瀬 中部 変電所 日本,none,0,,,,no_result,0
中部,梅森,梅森,梅森 中部 変電所 日本,none,0,,,,no_result,0
中部,飛騨,飛騨,飛騨 中部 変電所 日本,none,0,,,,no_result,0
中部,尾鷲,尾鷲,尾鷲 中部 変電所 日本,none,0,,,,no_result,0
中部,浜岡,浜岡,浜岡 中部 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",1
中部,分岐点,分岐点,分岐点 中部 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.2",1
中部,碧南,碧南,碧南 中部 変電所 日本,none,0,,,,no_result,0
中部,豊根,豊根,豊根 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
中部,北部,北部,北部 中部 変電所 日本,none,0,,,,no_result,0
中部,北豊田,北豊田,北豊田 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.3",2
中部,名城,名城,名城 中部 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",4
中部,鈴鹿,鈴鹿,鈴鹿 中部 変電所 日本,none,0,35.0025258,135.7632478,"綾小路, 塩屋町, 下京区, 京都市, 京都府, 600-8071, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",5
東京,571T(西南多摩線),571T,571T(西南多摩線) 東京 変電所 日本,none,0,,,,no_result,0
東京,荏田,荏田,荏田 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",2
東京,永代橋,永代橋,永代橋 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",3
東京,葛南,葛南,葛南 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",4
東京,京浜,京浜,京浜 東京 変電所 日本,none,0.075,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.5",3
東京,京北,京北,京北 東京 変電所 日本,none,0.075,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.5",5
東京,江東,江東,江東 東京 変電所 日本,none,0.075,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.5",5
東京,港北,港北,港北 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",1
東京,高輪,高輪,高輪 東京 変電所 日本,none,0,,,,no_result,0
東京,鹿島,鹿島,鹿島 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",5
東京,上尾,上尾,上尾 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",2
東京,上野,上野,上野 東京 変電所 日本,none,0.064,35.0026662,135.7616327,"日本武尊　春日大社　伏見稲荷大社　石清水八幡宮　北野天満宮, 綾小路, 塩屋町, 下京区, 京都市, 京都府, 600-8071, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",5
東京,城南,城南,城南 東京 変電所 日本,none,0,35.00777,135.7521796,"東横イン, 堀川通, 錦堀川町, 中京区, 京都市, 京都府, 604-8252, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.444",1
東京,新いわき,新いわき,新いわき 東京 変電所 日本,none,0,,,,no_result,0
東京,新岡部,新岡部,新岡部 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",1
東京,新京葉,新京葉,新京葉 東京 変電所 日本,none,0.139,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.667, queryOverlap=0.444",1
