area,station,stationNormalized,query,confidence,score,lat,lon,displayName,reason,resultCount
東京,新古河,新古河,新古河 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,新今市,新今市,新今市 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.5",5
東京,新佐原,新佐原,新佐原 東京 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
東京,新座,新座,新座 東京 変電所 日本,none,0.064,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",5
東京,新坂戸,新坂戸,新坂戸 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,新宿,新宿,新宿 東京 変電所 日本,none,0,,,,no_result,0
東京,新所沢,新所沢,新所沢 東京 変電所 日本,none,0,,,,no_result,0
東京,新信濃,新信濃,新信濃 東京 変電所 日本,none,0.15,35.0008821,135.7625734,"佛光寺門信徒研修会館, 高倉通, 西魚屋町, 新開町, 下京区, 京都市, 京都府, 600-8075, 日本","stationContained=false, displayHasKind=false, overlap=0.667, queryOverlap=0.5",5
東京,新新田,新新田,新新田 東京 変電所 日本,none,0.064,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",1
東京,新榛名,新榛名,新榛名 東京 変電所 日本,none,0,,,,no_result,0
東京,新秦野,新秦野,新秦野 東京 変電所 日本,none,0,,,,no_result,0
東京,新多摩,新多摩,新多摩 東京 変電所 日本,none,0,,,,no_result,0
東京,新筑波,新筑波,新筑波 東京 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
東京,新秩父,新秩父,新秩父 東京 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
東京,新栃木,新栃木,新栃木 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,新飯能,新飯能,新飯能 東京 変電所 日本,none,0,35.0086255,135.7524648,"たん新, 三条通, 桝屋町, 中京区, 京都市, 京都府, 604-8166, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",3
東京,新富士,新富士,新富士 東京 変電所 日本,none,0,35.0018952,135.7653572,"新鮮激安市場！ 四条麩屋町店, 麩屋町通, 下鱗形町, 下京区, 京都市, 京都府, 600-8055, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
東京,新福島,新福島,新福島 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,新豊洲,新豊洲,新豊洲 東京 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",5
東京,新茂木,新茂木,新茂木 東京 変電所 日本,none,0,35.0086255,135.7524648,"たん新, 三条通, 桝屋町, 中京区, 京都市, 京都府, 604-8166, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",3
東京,新木更津,新木更津,新木更津 東京 変電所 日本,none,0,,,,no_result,0
東京,新野田,新野田,新野田 東京 変電所 日本,none,0,35.0081253,135.7565612,"心, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",1
東京,水道橋,水道橋,水道橋 東京 変電所 日本,none,0,35.0026662,135.7616327,"日本武尊　春日大社　伏見稲荷大社　石清水八幡宮　北野天満宮, 綾小路, 塩屋町, 下京区, 京都市, 京都府, 600-8071, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.4",5
東京,世田谷,世田谷,世田谷 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,西越谷,西越谷,西越谷 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.5",5
東京,西群馬,西群馬,西群馬 東京 変電所 日本,none,0,,,,no_result,0
東京,西毛,西毛,西毛 東京 変電所 日本,none,0,35.0076183,135.7602547,"本堂, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
東京,青梅,青梅,青梅 東京 変電所 日本,none,0,35.0084203,135.7557561,"大西清右衛門美術館, 三条通, 桝屋町, 中京区, 京都市, 京都府, 604-8166, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
東京,千葉印西,千葉印西,千葉印西 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.25, queryOverlap=0.455",5
東京,千葉中央,千葉中央,千葉中央 東京 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.25, queryOverlap=0.364",5
東京,多摩,多摩,多摩 東京 変電所 日本,none,0,,,,no_result,0
東京,池上,池上,池上 東京 変電所 日本,none,0.064,35.0073968,135.7573425,"六角井上歯科クリニック, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",1
東京,筑波南,筑波南,筑波南 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",4
東京,中東京,中東京,中東京 東京 変電所 日本,none,0.15,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.667, queryOverlap=0.5",5
東京,東群馬,東群馬,東群馬 東京 変電所 日本,none,0,,,,no_result,0
東京,東新宿,東新宿,東新宿 東京 変電所 日本,none,0,,,,no_result,0
東京,東内幸町,東内幸町,東内幸町 東京 変電所 日本,none,0.075,35.0035554,135.756796,"一般社団法人 日本内分泌学会, 四条通, 月鉾町, 下京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.5",5
東京,東毛,東毛,東毛 東京 変電所 日本,none,0,35.0076183,135.7602547,"本堂, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.375",1
東京,那珂,那珂,那珂 東京 変電所 日本,none,0,,,,no_result,0
東京,南いわき,南いわき,南いわき 東京 変電所 日本,none,0,,,,no_result,0
東京,南横須賀,南横須賀,南横須賀 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.364",3
東京,南狭山,南狭山,南狭山 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",4
東京,南川越,南川越,南川越 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",4
東京,南川崎,南川崎,南川崎 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",4
東京,豊島,豊島,豊島 東京 変電所 日本,none,0,34.849922,135.6225441,"歴史の散歩道, 国道171号, 南芥川町, 高槻市, 大阪府, 569-0067, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",2
東京,房総,房総,房総 東京 変電所 日本,none,0.064,35.0042037,135.7521947,"京町家工房, 堀川通, 錦堀川町, 中京区, 京都市, 京都府, 604-8252, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",3
東京,北葛飾,北葛飾,北葛飾 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,北熊谷,北熊谷,北熊谷 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,北相模,北相模,北相模 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",4
東京,北多摩,北多摩,北多摩 東京 変電所 日本,none,0,,,,no_result,0
東京,北東京,北東京,北東京 東京 変電所 日本,none,0.15,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.667, queryOverlap=0.5",5
東京,北与野,北与野,北与野 東京 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.4",5
東京,練馬,練馬,練馬 東京 変電所 日本,none,0,,,,no_result,0
東北,いわき,いわき,いわき 東北 変電所 日本,none,0,,,,no_result,0
東北,羽後,羽後,羽後 東北 変電所 日本,none,0,,,,no_result,0
東北,越後,越後,越後 東北 変電所 日本,none,0,,,,no_result,0
東北,岩手,岩手,岩手 東北 変電所 日本,none,0,34.9935138,135.7646683,"勅願所/金佛殿 延寿寺, 河原町通, 住吉町, 下京区, 京都市, 京都府, 600-8505, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
東北,宮城,宮城,宮城 東北 変電所 日本,none,0.064,34.2294966,135.1705439,"和歌山城公園北口バス駐車場, けやき大通り, 北汀丁, 和歌山市, 和歌山県, 640-8511, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.444",5
東北,雫石,雫石,雫石 東北 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",1
東北,秋田,秋田,秋田 東北 変電所 日本,none,0,,,,no_result,0
東北,上北,上北,上北 東北 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.375",5
東北,信濃川,信濃川,信濃川 東北 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.3",1
東北,新潟,新潟,新潟 東北 変電所 日本,none,0.042,34.9933326,135.7551795,"西洞院新花屋町, 西洞院通, 門前町, 高辻西洞院町, 下京区, 京都市, 京都府, 600-8302, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",1
東北,須賀川,須賀川,須賀川 東北 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.3",4
東北,水沢,水沢,水沢 東北 変電所 日本,none,0,,,,no_result,0
東北,西仙台,西仙台,西仙台 東北 変電所 日本,none,0,,,,no_result,0
東北,青森,青森,青森 東北 変電所 日本,none,0,,,,no_result,0
東北,石巻,石巻,石巻 東北 変電所 日本,none,0,,,,no_result,0
東北,仙台,仙台,仙台 東北 変電所 日本,none,0,35.0035554,135.756796,"一般社団法人 日本内分泌学会, 四条通, 月鉾町, 下京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",3
東北,中越,中越,中越 東北 変電所 日本,none,0.042,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",5
東北,東上越,東上越,東上越 東北 変電所 日本,none,0,,,,no_result,0
東北,東仙台,東仙台,東仙台 東北 変電所 日本,none,0,35.0035554,135.756796,"一般社団法人 日本内分泌学会, 四条通, 月鉾町, 下京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",3
東北,南相馬,南相馬,南相馬 東北 変電所 日本,none,0,,,,no_result,0
東北,能代,能代,能代 東北 変電所 日本,none,0,35.0076183,135.7602547,"本堂, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",1
東北,福島,福島,福島 東北 変電所 日本,none,0.042,35.0034877,135.7587494,"公益財団法人 稲盛福祉財団, 四条通, 函谷鉾町, 下京区, 京都市, 京都府, 600-8009, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.333",2
東北,米沢,米沢,米沢 東北 変電所 日本,none,0,,,,no_result,0
東北,北新潟,北新潟,北新潟 東北 変電所 日本,none,0,35.0040011,135.7568619,"日本産業カウンセラー協会, 新町通, 御影町, 中京区, 京都市, 京都府, 600-8492, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.333",5
東北,本名,本名,本名 東北 変電所 日本,none,0.05,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.5, queryOverlap=0.375",5
東北,名取,名取,名取 東北 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.333",5
北海道,旭川SS,旭川,旭川SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,旭川嵐山SWS,旭川嵐山,旭川嵐山SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,宇円別SS,宇円別,宇円別SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,岩清水SWS,岩清水,岩清水SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,恵庭SS,恵庭,恵庭SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,室蘭SS,室蘭,室蘭SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,篠路SS,篠路,篠路SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,新冠SWS,新冠,新冠SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,西旭川SS,西旭川,西旭川SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西音更SS,西音更,西音更SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西札幌SS,西札幌,西札幌SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西室蘭SWS,西室蘭,西室蘭SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,西春別SS,西春別,西春別SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西小樽SS,西小樽,西小樽SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西双葉SWS,西双葉,西双葉SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,西滝川SS,西滝川,西滝川SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西中川SS,西中川,西中川SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西当別SS,西当別,西当別SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西名寄SS,西名寄,西名寄SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,西野SS,西野,西野SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,双葉SWS,双葉,双葉SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,大野SS,大野,大野SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,追分SWS,追分,追分SWS 北海道 開閉所 日本,none,0,,,,no_result,0
北海道,東釧路SS,東釧路,東釧路SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,苫小牧SS,苫小牧,苫小牧SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,南九条SS,南九条,南九条SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,南札幌SS,南札幌,南札幌SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,南早来SS,南早来,南早来SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,函館変換所,函館,函館変換所 北海道 変換所 日本,none,0,,,,no_result,0
北海道,苗穂SS,苗穂,苗穂SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,北芽室SS,北芽室,北芽室SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,北江別SS,北江別,北江別SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,北七飯SS,北七飯,北七飯SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,北新得SS,北新得,北新得SS 北海道 変電所 日本,none,0,,,,no_result,0
北海道,北斗CS,北斗,北斗CS 北海道 変換所 日本,none,0,,,,no_result,0
北陸,越前変電所,越前,越前変電所 北陸 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",5
北陸,加賀変電所,加賀,加賀変電所 北陸 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0, queryOverlap=0.222",2
北陸,新富山変電所,新富山,新富山変電所 北陸 変電所 日本,none,0,34.2290056,135.1787593,"和歌山信愛中学校・高等学校, 屋形通り, 屋形町五丁目, 和歌山市, 和歌山県, 640-8151, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",3
北陸,新福井変電所,新福井,新福井変電所 北陸 変電所 日本,none,0,35.0008821,135.7625734,"佛光寺門信徒研修会館, 高倉通, 西魚屋町, 新開町, 下京区, 京都市, 京都府, 600-8075, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",5
北陸,中能登変電所,中能登,中能登変電所 北陸 変電所 日本,none,0,35.0072589,135.7600065,"鐘楼堂, 六角通, 鍛冶屋町, 中京区, 京都市, 京都府, 604-8212, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",2
北陸,東金津変電所,東金津,東金津変電所 北陸 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",5
北陸,敦賀火力発電所,敦賀,敦賀火力発電所 北陸 発電所 日本,none,0,,,,no_result,0
北陸,南条変電所,南条,南条変電所 北陸 変電所 日本,none,0,,,,no_result,0
北陸,南福光変電所,南福光,南福光変電所 北陸 変電所 日本,none,0,34.9963669,135.7649638,"損保ジャパン日本興亜, 富小路通, 西魚屋町, 仏光寺東町, 下京区, 京都市, 京都府, 600-8078, 日本","stationContained=false, displayHasKind=false, overlap=0.333, queryOverlap=0.3",2